...1,Stream,Month,Site Type,Tag,Species,Mesohabitat,Stream Width,Depth,Velocity,Substrate,Substrate Feature,Surface Turbulence,Aquatic Vegetation,Large Woody Debris,Terrestrial Vegetation,Undercut Bank,Instream Cover,Canopy Cover,Longitude,Latitude,Notes,Creation Date,Data Change,Weight,Length,Capture Method,Capture Date,Release,Notes.y,ObjectID
34,Beaver,May,Available,NA,NA,Run,NA,55,0.06,Cobble,0,0,0,0,0,0.6,0.6,No,34.673965,111.67013,NA,5/17/2022 23:06,NA,NA,NA,NA,NA,NA,NA,46
85,Beaver,May,Available,NA,NA,Run,Na,56,0.23,Cobble,0,0,0,0,0,0,0,Yes,34.672621,111.666924,NA,5/18/2022 23:45,NA,NA,NA,NA,NA,NA,NA,101
104,Beaver,May,Available,NA,NA,Run,Na,62,0.17,Boulder,0,0,0,0,0,0,0,Yes,34.672798,111.668119,NA,5/18/2022 21:42,NA,NA,NA,NA,NA,NA,NA,81
82,Beaver,May,Available,NA,NA,Run,Na,64,0.1,Boulder,0.2,0,0,0,0,0,0.2,Yes,34.672466,111.667367,NA,5/18/2022 23:11,NA,NA,NA,NA,NA,NA,NA,94
75,Beaver,May,Available,NA,NA,Run,NA,75,0.05,Bedrock,0,0,0,0,0,0,0,No,34.673943,111.670014,NA,5/17/2022 23:10,NA,NA,NA,NA,NA,NA,NA,47
1,Beaver,November,Occupied,104,Black Bass,Riffle,7.2,36,0.04,Cobble,0,0,0,0,0,0,0,No,34.674084,111.671546,NA,11/18/2022 18:57,NA,140,217,Backpack Shocker,11/3/2022,NA,NA,20
2,Beaver,November,Occupied,106,Desert Sucker,Pool,18.3,>150,Na,NA,0,0,0,0,0,0,0,Yes,34.674217,111.672143,NA,11/18/2022 18:42,NA,144,234,Backpack Shocker,11/3/2022,NA,NA,11
3,Beaver,November,Occupied,108,Black Bass,Riffle,5.1,32,0.32,Cobble,0,0,0,0,0,0,0,Yes,34.673061,111.668583,NA,11/18/2022 20:49,NA,109,215,Backpack Shocker,11/12/2022,NA,NA,66
4,Beaver,November,Occupied,112,Black Bass,Run,7.4,58,0.1,Cobble,0,0,0,0,0,0,0,No,34.674077,111.67158,NA,11/18/2022 18:55,NA,90,192,Backpack Shocker,11/3/2022,NA,NA,19
5,Beaver,November,Occupied,113,Desert Sucker,Riffle,7.5,18,0.08,Pebble,0,0,0,0,0,0,0,Yes,34.673705,111.669564,NA,11/18/2022 20:14,NA,101,192,Backpack Shocker,11/3/2022,NA,NA,47
6,Beaver,November,Occupied,114,Desert Sucker,Pool,15.7,>150,Na,NA,0,0,0,0,0,0,0,Yes,34.673982,111.670557,Middle of pool,11/18/2022 19:51,NA,91,196,Backpack Shocker,11/3/2022,NA,NA,34
7,Beaver,November,Occupied,120,Black Bass,Pool,7.4,50,0.04,Pebble,0,0,0,0,0,0,0,No,34.673376,111.669133,NA,11/18/2022 20:30,NA,77,182,Backpack Shocker,11/12/2022,NA,NA,56
8,Beaver,November,Occupied,121,Desert Sucker,Run,8,72,0.02,Cobble,0,0,0,0,0,0,0,No,34.673296,111.668984,NA,11/18/2022 20:37,NA,86,192,Backpack Shocker,11/12/2022,NA,NA,59
9,Beaver,November,Occupied,124,Desert Sucker,Riffle,6.6,22,0.2,Pebble,0,0,0,0,0,0,0,Yes,34.673694,111.669582,NA,11/18/2022 20:12,NA,121,221,Backpack Shocker,11/12/2022,NA,Male,46
10,Beaver,November,Occupied,125,Black Bass,Pool,6.9,62,0.04,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.672793,111.668916,NA,11/18/2022 21:01,NA,103,202,Backpack Shocker,11/12/2022,NA,Riffles,72
11,Beaver,November,Occupied,143,Desert Sucker,Riffle,8,26,0,Gravel,0.05,0,0,0,0,0,0.05,No,34.673992,111.671281,NA,11/18/2022 19:35,143 is recorded as tagged in West Clear but was seen in Wet Beaver in May and September and no recordings in West Clear,76,189,Hoop Net,11/27/2022,Top of Reach,NA,24
12,Beaver,November,Occupied,148,Desert Sucker,Riffle,8.7,25,0.04,Cobble,0,0,0,0,0,0,0,Yes,34.672481,111.667133,NA,11/18/2022 21:29,NA,77,183,Backpack Shocker,11/16/2022,NA,pool,87
13,Beaver,November,Occupied,152,Black Bass,Run,4.2,30,0.06,Boulder,0.3,0,0,0,0,0,0.3,No,34.673022,111.666434,NA,11/18/2022 21:55,NA,102,207,Backpack Shocker,11/15/2022,NA,NA,99
14,Beaver,November,Occupied,153,Black Bass,Riffle,4.2,44,0.04,Cobble,0,0,0,0,0,0,0,No,34.673145,111.666257,NA,11/18/2022 22:06,Removed Available,112,208,Backpack Shocker,11/16/2022,NA,Pool,104
15,Beaver,November,Occupied,154,Black Bass,Riffle,4.4,40,0.07,Pebble,0,0,0,0,0,0,0,No,34.673096,111.666298,NA,11/18/2022 22:03,NA,75,181,Backpack Shocker,11/14/2022,NA,Pool,102
16,Beaver,November,Occupied,159,Black Bass,Riffle,4.2,27,0.05,Pebble,0,0,0,0,0,0,0,NA,34.673137,111.666236,NA,11/18/2022 22:07,"Changed to 159, 157 not a WB tag, definitely taken in WB",138,228,Backpack Shocker,11/22/2022,NA,pool,105
17,Beaver,November,Available,NA,NA,Pool,5,>150,Na,Bedrock,0,0,0,0,0,0,0,No,34.674895,111.67236,NA,11/18/2022 18:19,NA,NA,NA,NA,NA,NA,NA,1
18,Beaver,November,Available,NA,NA,Riffle,5.1,48,0.4,Cobble,0,0,0,0,0,0,0,Yes,34.674766,111.672254,NA,11/18/2022 18:27,NA,NA,NA,NA,NA,NA,NA,2
19,Beaver,November,Available,NA,NA,Riffle,6.2,33,0.09,Pebble,0,0,0,0,0,0,0,Yes,34.674726,111.672275,NA,11/18/2022 18:29,NA,NA,NA,NA,NA,NA,NA,3
20,Beaver,November,Available,NA,NA,Riffle,2.6,45,0.36,Cobble,0,0.1,0,0,0,0,0.1,Yes,34.674647,111.672286,NA,11/18/2022 18:31,NA,NA,NA,NA,NA,NA,NA,4
21,Beaver,November,Available,NA,NA,Riffle,4.9,24,0.36,Cobble,0,0.05,0,0,0,0,0.05,Yes,34.674551,111.672285,NA,11/18/2022 18:33,NA,NA,NA,NA,NA,NA,NA,5
22,Beaver,November,Available,NA,NA,Pool,8.2,30,0.06,Pebble,0,0,0,0,0,0,0,Yes,34.674474,111.672338,NA,11/18/2022 18:34,NA,NA,NA,NA,NA,NA,NA,6
23,Beaver,November,Available,NA,NA,Pool,13.8,46,0.03,Gravel,0,0,0,0,0,0,0,Yes,34.674452,111.672277,NA,11/18/2022 18:35,NA,NA,NA,NA,NA,NA,NA,7
24,Beaver,November,Available,NA,NA,Pool,13.4,>150,Na,Silt,0,0,0,0,0,0,0,Yes,34.674433,111.672261,NA,11/18/2022 18:37,NA,NA,NA,NA,NA,NA,NA,8
25,Beaver,November,Available,NA,NA,Pool,16,58,0,Silt,0,0,0,0,0,0,0,Yes,34.674301,111.672189,NA,11/18/2022 18:38,NA,NA,NA,NA,NA,NA,NA,9
26,Beaver,November,Available,NA,NA,Pool,17.4,>150,Na,Silt,0,0,0,0,0,0,0,Yes,34.674224,111.672142,NA,11/18/2022 18:40,NA,NA,NA,NA,NA,NA,NA,10
27,Beaver,November,Available,NA,NA,Pool,9.7,>150,Na,Silt,0,0,0,0,0,0,0,NA,34.673816,111.670425,NA,11/18/2022 19:56,NA,NA,NA,NA,NA,NA,NA,37
28,Beaver,November,Available,NA,NA,Pool,13.2,>150,Na,NA,0,0,0,0,0,0,0,Yes,34.674178,111.672095,NA,11/18/2022 18:44,NA,NA,NA,NA,NA,NA,NA,12
29,Beaver,November,Available,NA,NA,Pool,9.5,38,0,Cobble,0,0,0,0,0,0,0,Yes,34.674177,111.672037,NA,11/18/2022 18:45,NA,NA,NA,NA,NA,NA,NA,13
30,Beaver,November,Available,NA,NA,Pool,8.3,44,0.05,Pebble,0,0,0,0,0,0,0,No,34.674166,111.67191,NA,11/18/2022 18:47,NA,NA,NA,NA,NA,NA,NA,14
31,Beaver,November,Available,NA,NA,Run,10,32,0.06,Boulder,0.1,0,0,0,0,0,0.1,No,34.67414,111.671826,NA,11/18/2022 18:48,NA,NA,NA,NA,NA,NA,NA,15
32,Beaver,November,Available,NA,NA,Riffle,5.4,38,0,Gravel,0.1,0,0,0,0,0,0.1,NA,34.674078,111.671748,NA,11/18/2022 18:49,NA,NA,NA,NA,NA,NA,NA,16
33,Beaver,November,Available,NA,NA,Riffle,9,26,0.03,Gravel,0.3,0,0,0,0,0,0.3,No,34.674085,111.671698,NA,11/18/2022 18:51,NA,NA,NA,NA,NA,NA,NA,17
34,Beaver,November,Available,NA,NA,Riffle,7.1,34,0.05,Gravel,0.05,0,0,0,0,0,0.05,No,34.674118,111.671598,NA,11/18/2022 18:53,NA,NA,NA,NA,NA,NA,NA,18
35,Beaver,November,Available,NA,NA,Pool,15.2,113,0,Silt,0,0,0,0,0,0,0,Yes,34.673978,111.670742,NA,11/18/2022 19:47,NA,NA,NA,NA,NA,NA,NA,32
36,Beaver,November,Available,NA,NA,Pool,14.6,>150,Na,NA,0,0,0,0,0,0,0,Yes,34.673986,111.670582,NA,11/18/2022 19:49,NA,NA,NA,NA,NA,NA,NA,33
37,Beaver,November,Available,NA,NA,Run,7.8,46,0.05,Cobble,0,0,0,0,0,0,0,Yes,34.674065,111.671497,NA,11/18/2022 18:59,NA,NA,NA,NA,NA,NA,NA,21
38,Beaver,November,Available,NA,NA,Riffle,4.9,42,0,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.674058,111.671415,NA,11/18/2022 19:30,NA,NA,NA,NA,NA,NA,NA,22
39,Beaver,November,Available,NA,NA,Riffle,4.7,18,0.07,Pebble,0.05,0,0,0,0,0,0.05,Yes,34.67403,111.671358,NA,11/18/2022 19:32,NA,NA,NA,NA,NA,NA,NA,23
40,Beaver,November,Available,NA,NA,Riffle,9.4,10,0.36,Pebble,0,0,0,0,0,0,0,Yes,34.673564,111.669427,NA,11/18/2022 20:21,NA,NA,NA,NA,NA,NA,NA,50
41,Beaver,November,Available,NA,NA,Riffle,8.9,28,0.04,Cobble,0,0,0,0,0,0,0,Yes,34.673971,111.671271,NA,11/18/2022 19:36,NA,NA,NA,NA,NA,NA,NA,25
42,Beaver,November,Available,NA,NA,Riffle,11.4,35,0,Cobble,0,0,0,0,0,0,0,Yes,34.673969,111.671133,NA,11/18/2022 19:37,NA,NA,NA,NA,NA,NA,NA,26
43,Beaver,November,Available,NA,NA,Riffle,13.2,20,0.52,Pebble,0.1,0.05,0,0,0,0,0.15,Yes,34.673937,111.671074,NA,11/18/2022 19:39,NA,NA,NA,NA,NA,NA,NA,27
44,Beaver,November,Available,NA,NA,Riffle,11.9,24,0.08,Boulder,0.1,0,0,0,0,0,0.1,Yes,34.673979,111.671007,NA,11/18/2022 19:40,NA,NA,NA,NA,NA,NA,NA,28
45,Beaver,November,Available,NA,NA,Pool,12.2,39,0.04,Pebble,0,0,0,0,0,0,0,Yes,34.67403,111.670903,NA,11/18/2022 19:42,NA,NA,NA,NA,NA,NA,NA,29
46,Beaver,November,Available,NA,NA,Pool,14.7,68,0.02,Cobble,0,0,0,0,0,0,0,Yes,34.674009,111.670812,NA,11/18/2022 19:43,NA,NA,NA,NA,NA,NA,NA,30
47,Beaver,November,Available,NA,NA,Pool,14.2,93,0.01,Gravel,0,0,0,0,0,0,0,Yes,34.674002,111.670702,NA,11/18/2022 19:45,NA,NA,NA,NA,NA,NA,NA,31
48,Beaver,November,Available,NA,NA,Riffle,7.2,26,0.01,Gravel,0.1,0,0,0,0,0,0.1,Yes,34.673724,111.669679,NA,11/18/2022 20:11,NA,NA,NA,NA,NA,NA,NA,45
49,Beaver,November,Available,NA,NA,Riffle,11.2,14,0.17,Pebble,0,0,0,0,0,0,0,Yes,34.672469,111.667228,NA,11/18/2022 21:27,NA,NA,NA,NA,NA,NA,NA,85
50,Beaver,November,Available,NA,NA,Riffle,7.2,42,0,Boulder,0.35,0,0,0,0,0,0.35,No,34.673244,111.668899,NA,11/18/2022 20:40,NA,NA,NA,NA,NA,NA,NA,60
51,Beaver,November,Available,NA,NA,Pool,14.1,>150,Na,NA,0,0,0,0,0,0,0,NA,34.673908,111.670528,NA,11/18/2022 19:53,NA,NA,NA,NA,NA,NA,NA,35
52,Beaver,November,Available,NA,NA,Pool,13.2,20,0.02,Bedrock,0,0,0,0,0,0,0,No,34.673861,111.670509,NA,11/18/2022 19:55,NA,NA,NA,NA,NA,NA,NA,36
53,Beaver,November,Available,NA,NA,Riffle,9.3,34,0,Cobble,0.3,0,0,0,0,0,0.3,No,34.673125,111.668703,NA,11/18/2022 20:43,NA,NA,NA,NA,NA,NA,NA,63
54,Beaver,November,Available,NA,NA,Run,4.3,56,0.1,Bedrock,0,0,0,0,0,0,0,Yes,34.673811,111.670324,NA,11/18/2022 19:58,NA,NA,NA,NA,NA,NA,NA,38
55,Beaver,November,Available,NA,NA,Run,5.5,13,0.08,Bedrock,0,0,0,0,0,0,0,No,34.673838,111.67021,NA,11/18/2022 20:02,NA,NA,NA,NA,NA,NA,NA,39
56,Beaver,November,Available,NA,NA,Run,5.1,84,0,Silt,0,0,0,0,0,0,0,No,34.673856,111.670075,NA,11/18/2022 20:03,NA,NA,NA,NA,NA,NA,NA,40
57,Beaver,November,Available,NA,NA,Riffle,3.4,28,0.18,Bedrock,0.1,0,0,0,0,0,0.1,No,34.673856,111.679984,NA,11/18/2022 20:04,NA,NA,NA,NA,NA,NA,NA,41
58,Beaver,November,Available,NA,NA,Riffle,3.8,22,0.49,Pebble,0.15,0.05,0,0,0,0,0.2,No,34.673841,111.669919,NA,11/18/2022 20:06,NA,NA,NA,NA,NA,NA,NA,42
59,Beaver,November,Available,NA,NA,Riffle,4.9,32,0.24,Pebble,0.05,0,0,0,0,0,0.05,Yes,34.673805,111.669819,NA,11/18/2022 20:08,NA,NA,NA,NA,NA,NA,NA,43
60,Beaver,November,Available,NA,NA,Riffle,8,26,0.08,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.673773,111.679736,NA,11/18/2022 20:10,NA,NA,NA,NA,NA,NA,NA,44
61,Beaver,November,Available,NA,NA,Run,8.1,64,0.02,Boulder,0.3,0,0,0,0,0,0.3,NA,34.673295,111.668997,NA,11/18/2022 20:35,NA,NA,NA,NA,NA,NA,NA,58
62,Beaver,November,Available,NA,NA,Pool,5.2,71,0,Bedrock,0,0,0,0,0,0,0,Yes,34.672975,111.666512,NA,11/18/2022 21:52,NA,NA,NA,NA,NA,NA,NA,98
63,Beaver,November,Available,NA,NA,Riffle,6.1,52,0,Cobble,0.15,0,0,0,0,0,0.15,Yes,34.672791,111.668164,NA,11/18/2022 21:07,NA,NA,NA,NA,NA,NA,NA,73
64,Beaver,November,Available,NA,NA,Riffle,7.5,26,0.01,Cobble,0,0,0,0,0,0,0,Yes,34.673699,111.669556,NA,11/18/2022 20:16,NA,NA,NA,NA,NA,NA,NA,48
65,Beaver,November,Available,NA,NA,Riffle,6.9,26,0.05,Cobble,0,0,0,0,0,0,0,Yes,34.673595,111.669507,NA,11/18/2022 20:17,NA,NA,NA,NA,NA,NA,NA,49
66,Beaver,November,Available,NA,NA,Riffle,7.6,13,0.61,Boulder,0.55,0,0,0,0,0,0.55,No,34.672663,111.667991,NA,11/18/2022 21:12,NA,NA,NA,NA,NA,NA,NA,76
67,Beaver,November,Available,NA,NA,Pool,10.5,64,0.02,Pebble,0,0,0,0,0,0,0,No,34.673492,111.669421,NA,11/18/2022 20:22,NA,NA,NA,NA,NA,NA,NA,51
68,Beaver,November,Available,NA,NA,Pool,12.7,90,0.09,Pebble,0,0,0,0,0,0,0,Yes,34.67351,111.669288,NA,11/18/2022 20:24,NA,NA,NA,NA,NA,NA,NA,52
69,Beaver,November,Available,NA,NA,Pool,11.4,66,0,Cobble,0,0,0,0,0,0,0,No,34.673442,111.669266,NA,11/18/2022 20:25,NA,NA,NA,NA,NA,NA,NA,53
70,Beaver,November,Available,NA,NA,Pool,6.6,33,0.07,Boulder,0.25,0,0,0,0,0,0.25,Yes,34.673396,111.669168,NA,11/18/2022 20:27,NA,NA,NA,NA,NA,NA,NA,54
71,Beaver,November,Available,NA,NA,Pool,7.4,28,0,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.673394,111.669122,NA,11/18/2022 20:29,NA,NA,NA,NA,NA,NA,NA,55
72,Beaver,November,Available,NA,NA,Pool,10.3,26,0,Silt,0,0,0,0,0,0,0,No,34.6729,111.668372,NA,11/18/2022 20:55,NA,NA,NA,NA,NA,NA,NA,69
73,Beaver,November,Available,NA,NA,Run,7.6,40,0.05,Cobble,0,0,0,0,0,0,0,No,34.673309,111.669066,NA,11/18/2022 20:33,NA,NA,NA,NA,NA,NA,NA,57
74,Beaver,November,Available,NA,NA,Pool,8.1,40,0.01,Cobble,0,0,0,0,0,0,0,Yes,34.672827,111.668202,NA,11/18/2022 20:59,NA,NA,NA,NA,NA,NA,NA,71
75,Beaver,November,Available,NA,NA,Pool,7.4,42,0.02,Cobble,0,0,0,0,0,0,0,NA,34.673059,111.666365,NA,11/18/2022 22:19,NA,NA,NA,NA,NA,NA,NA,111
76,Beaver,November,Available,NA,NA,Riffle,13.4,20,0.03,Pebble,0.05,0,0,0,0,0,0.05,Yes,34.672485,111.667186,NA,11/18/2022 21:28,NA,NA,NA,NA,NA,NA,NA,86
77,Beaver,November,Available,NA,NA,Riffle,5,22,0.16,Pebble,0.1,0,0,0,0,0,0.1,No,34.673232,111.668847,NA,11/18/2022 20:40,NA,NA,NA,NA,NA,NA,NA,61
78,Beaver,November,Available,NA,NA,Riffle,5.6,20,0.17,Pebble,0,0,0,0,0,0,0,No,34.673155,111.668781,NA,11/18/2022 20:42,NA,NA,NA,NA,NA,NA,NA,62
79,Beaver,November,Available,NA,NA,Riffle,8.6,46,0.02,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.672527,111.667073,NA,11/18/2022 21:33,NA,NA,NA,NA,NA,NA,NA,89
80,Beaver,November,Available,NA,NA,Riffle,5.5,43,0.22,Boulder,0.4,0,0,0,0,0,0.4,No,34.673107,111.668638,NA,11/18/2022 20:45,NA,NA,NA,NA,NA,NA,NA,64
81,Beaver,November,Available,NA,NA,Riffle,6.1,34,0.22,Cobble,0,0,0,0,0,0,0,No,34.673058,111.66859,NA,11/18/2022 20:47,NA,NA,NA,NA,NA,NA,NA,65
82,Beaver,November,Available,NA,NA,Pool,11.4,>150,Na,Silt,0,0,0,0,0,0,0,No,34.672475,111.667719,NA,11/18/2022 21:17,NA,NA,NA,NA,NA,NA,NA,79
83,Beaver,November,Available,NA,NA,Pool,9.5,63,0.06,Cobble,0,0,0,0,0,0,0,No,34.673037,111.668489,NA,11/18/2022 20:51,NA,NA,NA,NA,NA,NA,NA,67
84,Beaver,November,Available,NA,NA,Pool,10.2,60,0.01,Pebble,0.15,0,0,0,0,0,0.15,No,34.672984,111.668428,NA,11/18/2022 20:54,NA,NA,NA,NA,NA,NA,NA,68
85,Beaver,November,Available,NA,NA,Riffle,5.3,54,0.34,Bedrock,0,0,0,0,0,0,0,No,34.672449,111.66747,NA,11/18/2022 21:22,NA,NA,NA,NA,NA,NA,NA,82
86,Beaver,November,Available,NA,NA,Pool,8.8,36,0,Silt,0,0,0,0,0,0,0,No,34.672843,111.668263,NA,11/18/2022 20:56,NA,NA,NA,NA,NA,NA,NA,70
87,Beaver,November,Available,NA,NA,Riffle,7.3,13,0.04,Pebble,0,0,0,0,0,0,0,Yes,34.672454,111.667323,NA,11/18/2022 21:25,NA,NA,NA,NA,NA,NA,NA,84
88,Beaver,November,Available,NA,NA,Pool,10.4,>150,NA,Silt,0,0,0,0,0,0,0,Yes,34.672465,111.667674,NA,11/18/2022 21:19,NA,NA,NA,NA,NA,NA,NA,80
89,Beaver,November,Available,NA,NA,Riffle,3.2,30,0.15,Cobble,0,0,0,0,0,0,0,No,34.673032,111.666431,NA,11/18/2022 22:22,NA,NA,NA,NA,NA,NA,NA,112
90,Beaver,November,Available,NA,NA,Riffle,4.8,16,0.44,Boulder,0.25,0.1,0,0,0,0,0.35,Yes,34.672776,111.668077,NA,11/18/2022 21:09,NA,NA,NA,NA,NA,NA,NA,74
91,Beaver,November,Available,NA,NA,Riffle,5.1,33,0.13,Cobble,0.1,0.15,0,0,0,0,0.25,Yes,34.672762,111.668065,NA,11/18/2022 21:10,NA,NA,NA,NA,NA,NA,NA,75
92,Beaver,November,Available,NA,NA,Pool,9.2,70,0.03,Silt,0,0,0,0,0,0,0,Yes,34.672911,111.666577,NA,11/18/2022 21:49,NA,NA,NA,NA,NA,NA,NA,97
93,Beaver,November,Available,NA,NA,Pool,10.1,>150,Na,NA,0,0,0,0,0,0,0,No,34.672603,111.66787,NA,11/18/2022 21:14,NA,NA,NA,NA,NA,NA,NA,77
94,Beaver,November,Available,NA,NA,Pool,9.9,>150,Na,Silt,0,0,0,0,0,0,0,NA,34.672596,111.667821,NA,11/18/2022 21:16,NA,NA,NA,NA,NA,NA,NA,78
95,Beaver,November,Available,NA,NA,Riffle,6,16,0.23,Pebble,0,0,0,0,0,0,0,Yes,34.672628,111.666885,NA,11/18/2022 21:37,NA,NA,NA,NA,NA,NA,NA,92
96,Beaver,November,Available,NA,NA,Riffle,9,34,0.04,Cobble,0,0,0,0,0,0,0,Yes,34.672479,111.66713,NA,11/18/2022 21:32,NA,NA,NA,NA,NA,NA,NA,88
97,Beaver,November,Available,NA,NA,Riffle,5.2,44,0,Boulder,0.35,0,0,0,0,0,0.35,Yes,34.672431,111.667607,NA,11/18/2022 21:21,NA,NA,NA,NA,NA,NA,NA,81
98,Beaver,November,Available,NA,NA,Riffle,3.6,19,0,Cobble,0.1,0.25,0,0,0,0,0.35,Yes,34.672774,111.666638,NA,11/18/2022 21:44,NA,NA,NA,NA,NA,NA,NA,95
99,Beaver,November,Available,NA,NA,Riffle,3.5,38,0.33,Cobble,0.15,0.05,0,0,0,0,0.2,No,34.672464,111.667371,NA,11/18/2022 21:24,NA,NA,NA,NA,NA,NA,NA,83
100,Beaver,November,Available,NA,NA,Riffle,4.9,17,0.03,Cobble,0.1,0,0,0,0,0,0.1,No,34.67282,111.66659,NA,11/18/2022 21:47,NA,NA,NA,NA,NA,NA,NA,96
101,Beaver,November,Available,NA,NA,Riffle,3.7,34,0.3,Cobble,0.1,0.2,0,0,0,0,0.3,No,34.6722694,111.666803,NA,11/18/2022 21:38,NA,NA,NA,NA,NA,NA,NA,93
102,Beaver,November,Available,NA,NA,Run,7.8,63,0.06,Boulder,0.15,0,0,0,0,0,0.15,NA,34.672569,111.667013,NA,11/18/2022 21:34,NA,NA,NA,NA,NA,NA,NA,90
103,Beaver,November,Available,NA,NA,Riffle,5.4,32,0.13,Cobble,0,0,0,0,0,0,0,No,34.673026,111.666419,NA,11/18/2022 21:59,NA,NA,NA,NA,NA,NA,NA,100
104,Beaver,November,Available,NA,NA,Riffle,3.9,29,0.07,Boulder,0.15,0,0,0,0,0,0.15,No,34.673003,111.666469,NA,11/18/2022 22:24,NA,NA,NA,NA,NA,NA,NA,113
105,Beaver,November,Available,NA,NA,Pool,7.8,82,0,Cobble,0,0,0,0,0,0,0,No,34.673086,111.666272,NA,11/18/2022 22:17,NA,NA,NA,NA,NA,NA,NA,110
106,Beaver,November,Available,NA,NA,Riffle,3.4,52,0.09,Boulder,0.2,0,0,0,0,0,0.2,Yes,34.672747,111.66671,NA,11/18/2022 21:42,NA,NA,NA,NA,NA,NA,NA,94
107,Beaver,November,Available,NA,NA,Run,5.3,23,0.11,Cobble,0,0,0,0,0,0,0,Yes,34.672609,111.666959,NA,11/18/2022 21:35,NA,NA,NA,NA,NA,NA,NA,91
108,Beaver,November,Available,NA,NA,Riffle,4.5,30,0.04,Cobble,0,0,0,0,0,0,0,Yes,34.673063,111.66635,NA,11/18/2022 22:01,NA,NA,NA,NA,NA,NA,NA,101
109,Beaver,November,Available,NA,NA,Riffle,5,26,0.06,Pebble,0,0,0,0,0,0,0,No,34.673171,111.666214,NA,11/18/2022 22:09,NA,NA,NA,NA,NA,NA,NA,106
110,Beaver,November,Available,NA,NA,Pool,8.6,37,0,Silt,0,0,0,0,0,0,0,No,34.673154,111.666098,NA,11/18/2022 22:12,NA,NA,NA,NA,NA,NA,NA,108
111,Beaver,November,Available,NA,NA,Pool,7.3,64,0.04,Pebble,0,0,0,0,0,0,0,No,34.673119,111.666206,NA,11/18/2022 22:14,NA,NA,NA,NA,NA,NA,NA,109
112,Beaver,November,Available,NA,NA,Riffle,4.2,29,0.02,Pebble,0.2,0,0,0,0,0,0.2,No,34.673121,111.666263,NA,11/18/2022 22:05,NA,NA,NA,NA,NA,NA,NA,103
113,Beaver,November,Available,NA,NA,Riffle,4.7,26,0.26,Bedrock,0,0,0,0,0,0,0,No,34.673225,111.666128,NA,11/18/2022 22:10,NA,NA,NA,NA,NA,NA,NA,107
1,Beaver,October,Occupied,108,Black Bass,Pool,8.6,73,0.04,Cobble,0,0,0,0,0,0,0,Yes,34.672995,111.668453,NA,10/21/2022 23:03,NA,109,215,Backpack Shocker,11/12/2022,NA,NA,488
2,Beaver,October,Occupied,112,Black Bass,Run,7.3,58,0.13,Gravel,0.2,0,0,0,0,0,0.2,No,34.673959,111.671589,NA,10/21/2022 19:11,NA,90,192,Backpack Shocker,11/3/2022,NA,NA,440
3,Beaver,October,Occupied,113,Desert Sucker,Riffle,13.67,20,0.11,Cobble,0.2,0,0,0,0,0,0.2,Yes,34.673723,111.669703,NA,10/21/2022 22:08,"Lat/long is located on West Clear Creek, but info and photo match up to Wet Beaver",101,192,Backpack Shocker,11/3/2022,NA,NA,467
4,Beaver,October,Occupied,114,Desert Sucker,Pool,14.7,134,0.01,Cobble,0,0,0,0,0,0,0,Yes,34.673991,111.670451,NA,10/21/2022 19:41,NA,91,196,Backpack Shocker,11/3/2022,NA,NA,453
5,Beaver,October,Occupied,117,Desert Sucker,Pool,15.1,100,0,Silt,0,0,0,0.3,0,0,0.3,Yes,34.674243,111.67214,NA,10/21/2022 18:53,NA,121,221,Backpack Shocker,11/3/2022,NA,NA,430
6,Beaver,October,Occupied,121,Desert Sucker,Pool,8.06,64,0.03,Pebble,0.05,0,0,0,0,0,0.05,No,34.673307,111.668985,NA,10/21/2022 22:37,NA,86,192,Backpack Shocker,11/12/2022,NA,NA,479
7,Beaver,October,Occupied,124,Desert Sucker,Run,4.5,70,0.08,Bedrock,0,0,0,0,0,0,0,No,34.673892,111.670123,NA,10/21/2022 19:58,NA,121,221,Backpack Shocker,11/12/2022,NA,Male,461
8,Beaver,October,Occupied,125,Black Bass,Pool,10.42,112,0,Cobble,0.15,0,0,0,0,0,0.15,Yes,34.672924,111.6683,NA,10/21/2022 23:12,NA,103,202,Backpack Shocker,11/12/2022,NA,Riffles,491
9,Beaver,October,Occupied,131,Black Bass,Run,5.17,53,0,Boulder,0.2,0,0,0,0,0,0.2,Yes,34.672716,111.668173,Added NA in canopy cover,10/21/2022 23:23,NA,82,191,Backpack Shocker,11/12/2022,NA,Riffles,493
10,Beaver,October,Occupied,133,Desert Sucker,Riffle,6.34,20,0.17,Boulder,0.4,0.2,0,0,0,0,0.6,No,34.673191,111.668786,NA,10/21/2022 22:52,NA,75,193,Backpack Shocker,11/12/2022,NA,Riffles,483
11,Beaver,October,Occupied,135,Black Bass,Pool,8.98,62,0,Boulder,0.2,0,0,0,0,0,0.2,No,34.673009,111.66662,NA,10/21/2022 5:27,NA,95,197,Backpack Shocker,11/16/2022,NA,Pool,519
12,Beaver,October,Occupied,143,Desert Sucker,Riffle,4.7,64,0.13,Boulder,0.35,0,0,0,0,0,0.35,Yes,34.673991,111.67143,NA,10/21/2022 19:17,NA,76,189,Hoop Net,11/27/2022,Top of Reach,NA,443
